date_admission,Year Month,Year,Organization,RegionName,ProjectName,UserName,token_number,surgeon_name,age,ownership,Province,District,Subdistrict,Village,area,type_surgery,define_surgery,rabies_vacc,sex,preg_status,foetus_number,bcs,skin_condition,health_status,health_problem,surg_complications,surgical_compl,mark_status,photo
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,12,dr_stop,adult,stray,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662020557402.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,11,dr_stop,adult,stray,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662020518405.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,5,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662015359725.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,6,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662015389537.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,7,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662015418767.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,8,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662020435353.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,9,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662020467477.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,10,dr_stop,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662020498003.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,1,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,,DLD,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662001960329.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,2,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,,DLD,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662002012671.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,3,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,,DLD,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662002052955.jpg
2022-01-09,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,4,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,,DLD,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1662003062297.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,22,dr_stop,adult,stray,Nakhon Nayok,Pak Phli,Ko Pho,2,Koh Poh Moo 2,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669803849274.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,21,dr_ton,adult,stray,Nakhon Nayok,Pak Phli,Ko Pho,2,Koh Poh Moo 2,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669803848264.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,2,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,spay,,vacc_on_day,female,yes_preg,7,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291656249.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,3,dr_ton,juvenile,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291697035.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,14,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295330517.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,1,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291624090.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,6,dr_stop,juvenile,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291838224.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,15,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295397960.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,30.98934116,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,4,Koh Pho Moo 4,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291624090.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,8,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,sick,heat,no_compl,,ear_tattoo,
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,7,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Ko Pho,5,Koh Pho Moo 5,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291884309.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,9,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Na Hin Lad,2,Na Hin Lad Moo 2,spay,,vacc_on_day,female,no_preg,,emaciated,no_skin_dz,sick,heat,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667294894955.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,12,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Na Hin Lad,2,Na Hin Lad Moo 2,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295193572.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,13,dr_stop,juvenile,owned,Nakhon Nayok,Pak Phli,Na Hin Lad,2,Na Hin Lad Moo 2,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295258719.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,19,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Na Hin Lad,2,Na Hin Lad Moo 2,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295561733.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,16,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,1,Nakhon Nayok Moo 1,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295432141.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,17,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,1,Nakhon Nayok Moo 1,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295480205.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,18,dr_ton,juvenile,owned,Nakhon Nayok,Pak Phli,Pak Phli,1,Nakhon Nayok Moo 1,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295526281.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,11,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,1,Pak Phli Moo 1,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667295097607.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,10,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,1,Pak Phli Moo 1,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667294970915.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,4,dr_stop,juvenile,owned,Nakhon Nayok,Meung,Si Nawa,7,Sinawa Moo 7,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291758700.jpg
2022-01-11,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,5,dr_stop,adult,owned,Nakhon Nayok,Meung,Si Nawa,7,Sinawa Moo 7,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1667291802225.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,2,dr_stop,adult,owned,Nakhon Nayok,Meung,Hin Tang,1,Hin Tang Moo 1,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669859349752.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,24,dr_ton,adult,semi_owned,Nakhon Nayok,Pak Phli,Ko Pho,1,Koh Poh Moo 1,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,21,dr_stop,adult,semi_owned,Nakhon Nayok,Pak Phli,Ko Pho,3,Koh Pho Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893954301.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,3,dr_stop,adult,owned,Nakhon Nayok,Meung,Meung,,Meung ,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669870584626.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,4,dr_ton,prepubertal,owned,Nakhon Nayok,Meung,Meung,,Meung ,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669891976224.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,5,dr_ton,adult,semi_owned,Nakhon Nayok,Meung,Meung,,Meung ,spay,,vacc_on_day,female,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892135963.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,6,dr_stop,adult,semi_owned,Nakhon Nayok,Meung,Meung,,Meung ,spay,,vacc_on_day,female,yes_preg,8,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892310923.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,7,dr_stop,adult,semi_owned,Nakhon Nayok,Meung,Meung,,Meung ,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892386135.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,10,dr_stop,adult,semi_owned,Nakhon Nayok,Pak Phli,Na Hin Lad,3,Na Hin Lad Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892586497.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,11,dr_ton,adult,semi_owned,Nakhon Nayok,Pak Phli,Na Hin Lad,3,Na Hin Lad Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892732027.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,20,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Na Hin Lad,3,Na Hin Lad Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893900799.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,22,dr_ton,adult,semi_owned,Nakhon Nayok,Pak Phli,Na Hin Lad,3,Na Hin Lad Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,sick,lame_fracture,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669894073451.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,1,dr_ton,prepubertal,owned,Nakhon Nayok,Pak Phli,Pak Phli,3,Pak Phli Moo 3,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669858507617.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,14,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,3,Pak Phli Moo 3,castration,,vacc_on_day,male,,,overweight,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893255810.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,15,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,3,Pak Phli Moo 3,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893301167.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,16,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,4,Pak Phli Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893368240.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,17,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,5,Pak Phli Moo 5,spay,,vacc_on_day,female,yes_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893445511.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,18,dr_stop,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,6,Pak Phli Moo 6,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893686620.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,19,dr_ton,adult,owned,Nakhon Nayok,Pak Phli,Pak Phli,7,Pak Phli Moo 7,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893834546.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,23,dr_stop,adult,semi_owned,,Prachinburi,Prachinburi,,Prachinburi,castration,,vacc_on_day,male,,,healthy_cond,no_skin_dz,sick,lame_fracture,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669894128024.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,8,dr_stop,adult,semi_owned,Nakhon Nayok,Meung,Si Nawa,1,Sinawa Moo 1,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892436804.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,9,dr_ton,adult,semi_owned,Nakhon Nayok,Meung,Si Nawa,1,Sinawa Moo 1,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669892519187.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,13,dr_ton,adult,semi_owned,Nakhon Nayok,Meung,Si Nawa,1,Sinawa Moo 1,spay,,vacc_on_day,female,no_preg,,healthy_cond,mild_skin_dz,healthy,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893191838.jpg
2022-01-12,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,12,dr_stop,adult,semi_owned,Nakhon Nayok,Meung,Si Nawa,1,Sinawa Moo 1,castration,,vacc_on_day,male,,,healthy_cond,mild_skin_dz,sick,,no_compl,,ear_tattoo,Jai_Dog_Rescue_1669893118245.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,3,Dr New,juvenile,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,underweight,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-1702221625-3849-233-17022022162614677-1644796474.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,4,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,,SFT1-JDR-1702221629-3849-238-170220221630087631215349801.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,7,Dr New ,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-1702221632-3849-241-17022022163255613-1565827952.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,8,Dr Boss ,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-1702221632-3849-242-17022022163353566933724242.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,10,Dr Boss ,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-1702221634-3849-244-17022022163532752973064688.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,11,Dr New,adult,semi_owned,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221803-3849-246-20022022180449910-291268898.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,12,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,yes_preg,4,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221804-3849-247-200220221806043171255386137.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,14,Dr Boss,adult,semi_owned,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,sick,pyo,no_compl,,ear_tattoo,SFT1-JDR-2002221807-3849-249-200220221807530271934812327.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,15,Dr New,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221807-3849-250-200220221808434251315172633.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,16,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221808-3849-251-20022022180933147-1382811696.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,17,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,underweight,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221809-3849-252-200220221810227451770733357.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,18,Dr New,adult,semi_owned,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221810-3849-253-200220221812029521678673784.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,19,Dr New,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,yes_preg,5,healthy_cond,no_skin_dz,sick,,no_compl,,ear_tattoo,SFT1-JDR-2002221812-3849-254-20022022181300745-451843373.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,20,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2002221813-3849-255-2002202218134929271668136.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,21,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,healthy_cond,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2102221112-3849-257-21022022111303449-1762024660.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,23,Dr Boss,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,underweight,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2102221113-3849-259-21022022111444278-2076811439.jpg
2022-01-25,Jan-22,2022,Jai Dog Rescue,Nakhon Nayok,Jai Dog Rescue,Mike Dower,24,Dr New,adult,stray,Nakhon Nayok,Pak Phli,Nong Seang,4,Nongsang Moo 4,spay,,vacc_on_day,female,no_preg,,underweight,no_skin_dz,healthy,,no_compl,,ear_tattoo,SFT1-JDR-2102221114-3849-260-21022022111551073788306630.jpg
