Survey ID,Device Identity,User Name,Package Name,Sandbox Name,Timestamp,Latitude,Longitude,Altitude,Accuracy,On Route,Sighting Latitude,Sighting Longitude,Observer-Sighting Distance (m),Transect-Sighting Distance (m),Deleted,Adult male,Adult NON-lactating female,Adult Lactating female,Adult unknown sex,Puppy,Entire,Neutered,Unknown,Free-roaming collared,Free-roaming NO collar,Confined in yard,On chain or lead,Inside house,Healthy,Sick or injured,Unknown health,Skin disease,Wound,Underweight or thin,TVT,Mange,Lameness / facture,Other,Notes
4821,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2023-03-01T00:22:20+01:00,14.1799536,101.3263153,0,0,1,14.1799536,101.3263153,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,resight
4821,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2023-03-01T00:22:20+01:00,14.1799536,101.3263153,0,0,1,14.1799536,101.3263153,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,resight
4821,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2023-03-01T00:50:40+01:00,14.17500363,101.3277094,0,0,1,14.17500363,101.3277094,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,new_dog
4821,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2023-03-01T00:50:40+01:00,14.17500363,101.3277094,0,0,1,14.17500363,101.3277094,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,new_dog
4823,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2024-08-28T00:18:20+01:00,14.17797818,101.326816,0,0,1,14.17797818,101.326816,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,new_dog
4823,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2024-08-28T00:20:15+01:00,14.17720283,101.327435,0,0,1,14.17720283,101.327435,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,unknown
4823,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2024-08-28T00:20:45+01:00,14.17701292,101.3275467,0,0,1,14.17701292,101.3275467,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,new_dog
4823,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2024-08-28T00:21:54+01:00,14.17645728,101.3276869,0,0,1,14.17645728,101.3276869,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,resight
4823,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2024-08-28T00:22:16+01:00,14.17636396,101.3276552,0,0,1,14.17636396,101.3276552,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,resight
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:50:51+01:00,14.17813212,101.3266992,0,0,1,14.1781365,101.3266985,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:50:51+01:00,14.17813212,101.3266992,0,0,1,14.17813212,101.3266992,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:52:02+01:00,14.17762585,101.3270725,0,0,1,14.17762585,101.3270725,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:55:58+01:00,14.17565972,101.3277114,0,0,1,14.17565972,101.3277114,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:57:39+01:00,14.17479253,101.3277534,0,0,1,14.17479435,101.3277526,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
7624,2201,Mike Dower,WVS app data imports,Khok Kruat 01,2025-09-04T00:57:39+01:00,14.17479253,101.3277534,0,0,1,14.17479253,101.3277534,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
4808,2201,Mike Dower,WVS data import KK06,Khok Kruat 06,2023-02-28T01:10:36+01:00,14.17902857,101.3154446,0,0,1,14.17902857,101.3154446,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
